#DEPTH,AC,DEN,CNL
2778.875,264.08,2.53,25.93
2779,267.29,2.51,27
2779.125,271.87,2.5,27.96
2779.25,279.13,2.49,29
2779.375,284.75,2.48,29
2779.5,288.74,2.47,30
2779.625,294.82,2.47,29.04
2779.75,308.51,2.47,29
2779.875,324.55,2.47,29
2780,337.91,2.48,30
2780.125,334.22,2.5,30.96
2780.25,312.62,2.51,31
2780.375,283.53,2.52,30.04
2780.5,260.97,2.53,28
2780.625,254.7,2.53,27.04
2780.75,256.73,2.53,25
2780.875,255.97,2.51,21.15
2781,246.66,2.5,18
2781.125,228.23,2.48,16.08
2781.25,208.47,2.48,15
2781.375,198.84,2.5,15
2781.5,198.85,2.52,16
2781.625,201.64,2.55,16.96
2781.75,204.59,2.56,19
2781.875,208.43,2.57,19.96
2782,213.93,2.56,20
2782.125,220.34,2.53,20.96
2782.25,228,2.51,21
2782.375,232.75,2.5,21.96
2782.5,232.58,2.51,23
2782.625,229.89,2.52,23
2782.75,227.9,2.54,23
2782.875,229.56,2.55,23.96
2783,234.5,2.55,25
2783.125,240.4,2.54,25.96
2783.25,244.84,2.52,26
2783.375,245.15,2.51,25.04
2783.5,242.43,2.49,24
2783.625,239.97,2.48,24
2783.75,237.56,2.48,24
2783.875,234.84,2.49,24
2784,232.03,2.52,25
2784.125,229.95,2.55,25
2784.25,231.6,2.58,25
2784.375,239.78,2.59,25.96
2784.5,250.58,2.6,26
2784.625,253.55,2.6,26
2784.75,249.23,2.6,25
2784.875,238.33,2.6,23.08
2785,220.05,2.58,21
2785.125,204.17,2.56,20.04
2785.25,197.48,2.54,20
2785.375,202.03,2.54,20.96
2785.5,211.76,2.55,22
2785.625,222.39,2.56,22
2785.75,233.21,2.56,22
2785.875,240.09,2.56,22
2786,241.59,2.56,23
2786.125,238.28,2.56,22.04
2786.25,231.32,2.54,20
2786.375,222.23,2.52,18.08
2786.5,210.93,2.5,16
2786.625,201.5,2.49,15.04
2786.75,195.11,2.5,16
2786.875,193.15,2.52,17.93
2787,195.84,2.54,20
2787.125,204.5,2.55,20.96
2787.25,218.54,2.55,22
2787.375,230.68,2.55,22
2787.5,237.37,2.54,21
2787.625,237.26,2.53,20.04
2787.75,230.96,2.53,19
2787.875,221.5,2.54,19
2788,212.73,2.56,20
2788.125,211.3,2.59,20.96
2788.25,215.44,2.61,24
2788.375,222.87,2.6,24.96
2788.5,231.11,2.58,25
2788.625,236.36,2.55,24.04
2788.75,237.85,2.54,23
2788.875,234.75,2.56,23
2789,228.17,2.58,23
2789.125,221.04,2.6,23
2789.25,215.57,2.59,24
2789.375,213.62,2.57,24.96
2789.5,215.95,2.51,26
2789.625,220.61,2.44,26.96
2789.75,225.78,2.38,27
2789.875,229.47,2.34,27
2790,232.7,2.32,28
2790.125,235.89,2.33,29.93
2790.25,242.15,2.34,32
2790.375,255.22,2.36,33.93
2790.5,280.41,2.37,35
2790.625,309.31,2.39,35.96
2790.75,339.17,2.4,39
2790.875,356.46,2.42,39
2791,354.55,2.43,36
2791.125,333.19,2.45,30.23
2791.25,301.54,2.48,25
2791.375,272.42,2.49,23.08
2791.5,249.91,2.5,23
2791.625,243.83,2.49,23
2791.75,244.42,2.48,23
2791.875,245.04,2.48,22.04
2792,243.96,2.48,20
2792.125,239,2.5,17.11
2792.25,227.68,2.53,15
2792.375,215.19,2.56,15
2792.5,203.45,2.57,15
2792.625,202.15,2.52,15.96
2792.75,215.79,2.45,18
2792.875,238.81,2.36,20.89
2793,258.34,2.33,23
2793.125,266.6,2.35,23
2793.25,266.64,2.4,22
2793.375,256.98,2.45,19.11
2793.5,241.84,2.49,17
2793.625,234.8,2.52,16.04
2793.75,234.49,2.54,15
2793.875,232.18,2.55,15.96
2794,223.75,2.54,16
2794.125,217.68,2.51,16.96
2794.25,218.51,2.48,18
2794.375,228.1,2.46,18.96
2794.5,244.04,2.44,20
2794.625,264.35,2.42,20
2794.75,286.26,2.39,21
2794.875,297.66,2.35,24.85
2795,301.98,2.32,30
2795.125,307.66,2.31,33.85
2795.25,312.22,2.32,35
2795.375,306.27,2.33,33.08
2795.5,296.53,2.33,31
2795.625,293.65,2.33,31
2795.75,293.99,2.34,33
2795.875,293.58,2.35,33.96
2796,301.09,2.36,33
2796.125,313.8,2.36,31.08
2796.25,314.43,2.35,27
2796.375,297.8,2.36,24.11
2796.5,275.45,2.38,21
2796.625,256.48,2.4,20.04
2796.75,239.8,2.39,20
2796.875,233.7,2.35,20.96
2797,239.82,2.3,21
2797.125,252.88,2.28,21
2797.25,265.04,2.29,22
2797.375,276.03,2.33,23.93
2797.5,283.64,2.38,26
2797.625,285.49,2.44,25.04
2797.75,285.49,2.49,23
2797.875,281.14,2.53,22.04
2798,270.02,2.56,21
2798.125,257.7,2.56,21
2798.25,245.25,2.55,22
2798.375,235.72,2.52,22.96
2798.5,232.54,2.48,23
2798.625,235.12,2.44,23.96
2798.75,240.84,2.41,25
2798.875,251.33,2.38,25.96
2799,263.64,2.37,26
2799.125,269.07,2.37,25.04
2799.25,267.4,2.37,23
2799.375,262.36,2.38,22.04
2799.5,254.14,2.39,21
2799.625,246.94,2.41,21
2799.75,244.66,2.42,22
2799.875,250.02,2.43,22
2800,263.35,2.45,23
2800.125,277.81,2.45,24.93
2800.25,282.4,2.45,28
2800.375,276.16,2.42,30.89
2800.5,267.06,2.4,32
2800.625,257.08,2.37,31.04
2800.75,248.74,2.35,30
2800.875,252.72,2.33,29.04
2801,266.06,2.33,26
2801.125,275.02,2.36,23.11
2801.25,273.84,2.4,21
2801.375,264.17,2.45,20.04
2801.5,251.4,2.48,21
2801.625,240.71,2.51,21
2801.75,231.25,2.53,21
2801.875,225.13,2.55,21
2802,221.03,2.57,21
2802.125,217.98,2.59,21
2802.25,214.96,2.6,21
2802.375,213.79,2.6,21
2802.5,214.61,2.6,22
2802.625,216.42,2.6,22.96
2802.75,217.9,2.6,24
2802.875,218.81,2.59,24.96
2803,220.28,2.59,25
2803.125,222.63,2.58,25
2803.25,225.86,2.57,25
2803.375,228.76,2.58,24.04
2803.5,231.05,2.58,23
2803.625,232.18,2.59,22.04
2803.75,231.51,2.59,21
2803.875,229.24,2.59,20.04
2804,226.4,2.59,20
2804.125,223.95,2.6,20.96
2804.25,221.13,2.6,21
2804.375,219.01,2.59,21
2804.5,218.09,2.56,21
2804.625,218.61,2.53,21
2804.75,220.96,2.51,21
2804.875,223.11,2.52,21.96
2805,223.62,2.55,23
2805.125,223.3,2.59,22.04
2805.25,222.62,2.63,22
2805.375,220.31,2.63,21.04
2805.5,217.75,2.57,21
2805.625,217.07,2.46,21.96
2805.75,217.12,2.33,23
2805.875,217.56,2.23,23
2806,219.31,2.16,22
2806.125,224.21,2.12,20.08
2806.25,234.73,2.09,20
2806.375,247.93,2.09,21.93
2806.5,260.74,2.11,24
2806.625,266.69,2.16,25.93
2806.75,264.5,2.22,27
2806.875,253.5,2.26,27
2807,238.91,2.29,26
2807.125,230.48,2.3,25.04
2807.25,229.84,2.3,24
2807.375,230.49,2.31,23.04
2807.5,233.49,2.33,22
2807.625,238.43,2.37,21.04
2807.75,242.13,2.41,21
2807.875,241.21,2.46,20.04
2808,239.81,2.49,20
2808.125,240.2,2.51,20
2808.25,238.58,2.51,19
2808.375,233.35,2.49,19
2808.5,226.64,2.43,19
2808.625,222.81,2.37,19
2808.75,219.95,2.33,20
2808.875,218.13,2.32,20.96
2809,220.94,2.35,23
2809.125,230.41,2.37,25.89
2809.25,244.26,2.4,29
2809.375,259.74,2.4,30.93
2809.5,280.81,2.41,33
2809.625,295.95,2.41,33.96
2809.75,301.87,2.39,35
2809.875,305.58,2.37,35.96
2810,309.62,2.33,36
2810.125,310.09,2.3,36.96
2810.25,316.55,2.27,37
2810.375,326.85,2.27,36.04
2810.5,322.93,2.29,34
2810.625,303.76,2.32,31.11
2810.75,286.08,2.34,29
2810.875,276.27,2.33,29
2811,266.54,2.3,29
2811.125,271.37,2.29,29
2811.25,291.74,2.31,29
2811.375,303.73,2.34,29
2811.5,303.2,2.36,30
2811.625,301.52,2.37,31.93
2811.75,302.37,2.37,33
2811.875,301.81,2.37,33.96
2812,297.4,2.35,33
2812.125,288.81,2.32,32.04
2812.25,276.98,2.31,29
2812.375,262.06,2.32,27.08
2812.5,246.91,2.35,25
2812.625,241.17,2.38,25
2812.75,241.37,2.39,25
2812.875,239.44,2.38,25.96
2813,233.63,2.37,28
2813.125,227.31,2.34,31.85
2813.25,228.02,2.3,36
2813.375,238.75,2.27,36
2813.5,252.25,2.26,34
2813.625,265.54,2.26,31.11
2813.75,285.31,2.27,30
2813.875,301.49,2.27,29.04
2814,315.29,2.26,29
2814.125,331.55,2.23,29
2814.25,340.32,2.22,29
2814.375,330,2.25,29.96
2814.5,308.26,2.32,30
2814.625,286.13,2.38,29.04
2814.75,263.6,2.39,26
2814.875,254.06,2.37,24.08
2815,252.33,2.35,23
2815.125,253.65,2.37,22.04
2815.25,251.48,2.41,23
2815.375,243.3,2.45,23
2815.5,232.91,2.5,24
2815.625,228.81,2.54,24.96
2815.75,228.88,2.57,26
2815.875,233.21,2.58,26.96
2816,242.29,2.58,27
2816.125,249.91,2.59,27
2816.25,252.12,2.59,26
2816.375,252.35,2.58,25.04
2816.5,253.2,2.55,24
2816.625,252.44,2.52,22.08
2816.75,250.05,2.48,20
2816.875,247.89,2.43,19.04
2817,242.51,2.37,19
2817.125,231.05,2.29,19
2817.25,214.98,2.21,19
2817.375,207.49,2.16,19.96
2817.5,216.13,2.13,21
2817.625,244.04,2.11,23.89
2817.75,282.36,2.09,29
2817.875,315.25,2.08,32.85
2818,330.68,2.08,32
2818.125,319.98,2.1,29.11
2818.25,288.87,2.11,26
2818.375,255.64,2.13,25.04
2818.5,230.97,2.14,25
2818.625,229.27,2.17,25.96
2818.75,239.49,2.2,28
2818.875,251.64,2.22,29.93
2819,269.99,2.23,32
2819.125,286.3,2.23,32
2819.25,298.69,2.23,32
2819.375,313.94,2.23,32.96
2819.5,327.37,2.23,33
2819.625,326.78,2.22,33.96
2819.75,321.42,2.22,36
2819.875,318.11,2.23,38.89
2820,307.08,2.26,42
2820.125,294.33,2.29,44.89
2820.25,295.1,2.31,47
2820.375,307.47,2.29,46.04
2820.5,320.59,2.27,44
2820.625,337.58,2.24,39.19
2820.75,357.85,2.24,30
2820.875,360.06,2.24,22.3
2821,340.61,2.22,19
2821.125,307.52,2.2,19
2821.25,268.48,2.16,21
2821.375,237.31,2.14,21.96
2821.5,219.93,2.14,22
2821.625,221.49,2.17,22
2821.75,238.18,2.23,23
2821.875,260.15,2.3,23
2822,281.37,2.35,24
2822.125,290.3,2.39,25.93
2822.25,288.95,2.41,30
2822.375,283.36,2.42,34.81
2822.5,274.94,2.42,39
2822.625,269.19,2.41,39.96
2822.75,274.15,2.4,41
2822.875,288.99,2.39,41.96
2823,303.3,2.39,42
2823.125,314.83,2.39,41.04
2823.25,329.21,2.39,36
2823.375,334.59,2.39,31.19
2823.5,322.49,2.39,27
2823.625,301.7,2.38,26.04
2823.75,279.99,2.37,26
2823.875,266.85,2.34,26
2824,270.61,2.28,26
2824.125,294.05,2.22,26
2824.25,327.18,2.2,24
2824.375,349.76,2.23,23.04
2824.5,356.73,2.31,21
2824.625,341.77,2.39,21
2824.75,313.59,2.43,21
2824.875,287.95,2.42,21
2825,272.57,2.39,21
2825.125,265.33,2.37,21
2825.25,257.51,2.37,22
2825.375,253.66,2.4,22.96
2825.5,251.85,2.43,24
2825.625,245.46,2.43,24
2825.75,238.79,2.42,25
2825.875,237.06,2.4,25
2826,235.58,2.38,25
2826.125,232.41,2.37,24.04
2826.25,228.58,2.36,22
2826.375,225.78,2.36,22
2826.5,223.83,2.35,21
2826.625,223.17,2.34,21
2826.75,223.19,2.34,22
2826.875,223.52,2.34,22
2827,224.28,2.34,23
2827.125,225.58,2.35,23.96
2827.25,227.26,2.35,24
2827.375,228.58,2.36,24.96
2827.5,230.18,2.34,25
2827.625,232.18,2.28,25
2827.75,233.98,2.19,24
2827.875,234.71,2.11,24
2828,233.48,2.05,24
2828.125,229.05,2,24.96
2828.25,225.85,1.96,26
2828.375,233.63,1.93,26
2828.5,252.99,1.94,26
2828.625,273.95,1.98,25.04
2828.75,290.94,2.05,26
2828.875,295.16,2.15,26.96
2829,284.9,2.23,27
2829.125,264.75,2.25,27.96
2829.25,244.56,2.23,29
2829.375,236.35,2.19,29
2829.5,240.08,2.15,29
2829.625,245.8,2.13,28.04
2829.75,247.28,2.16,27
2829.875,246.34,2.21,26.04
2830,245.65,2.28,25
2830.125,244.92,2.32,25
2830.25,245.99,2.35,26
2830.375,253.52,2.35,26.96
2830.5,272.69,2.34,28
2830.625,290.17,2.32,28
2830.75,298.86,2.28,29
2830.875,299.65,2.25,29
2831,301.31,2.23,31
2831.125,301.88,2.22,31.96
2831.25,298.77,2.24,33
2831.375,294.83,2.29,33
2831.5,289.71,2.35,32
2831.625,279.9,2.42,31.04
2831.75,264.98,2.48,30
2831.875,260.4,2.49,30
2832,278.97,2.47,31
2832.125,309.03,2.43,32.93
2832.25,325.65,2.4,35
2832.375,324.64,2.38,34.04
2832.5,314.48,2.37,32
2832.625,294.52,2.35,28.15
2832.75,272.42,2.34,25
2832.875,265.14,2.31,23.08
2833,262.96,2.29,22
2833.125,255.24,2.27,20.08
2833.25,241.16,2.29,19
2833.375,224.03,2.34,17.08
2833.5,205.61,2.4,15
2833.625,196.73,2.43,13.08
2833.75,195.47,2.39,13
2833.875,197.5,2.28,14.93
2834,203.86,2.15,18
2834.125,217.96,2.04,19.93
2834.25,241.82,1.98,20
2834.375,267.11,1.97,20
2834.5,289.01,1.99,22
2834.625,298.51,2.06,24.89
2834.75,298.67,2.15,26
2834.875,289.18,2.25,26
2835,271.71,2.32,26
2835.125,261.23,2.37,26.96
2835.25,259.72,2.4,27
2835.375,262.39,2.4,27.96
2835.5,269.35,2.37,29
2835.625,279.25,2.33,29
2835.75,284.08,2.3,32
2835.875,285.13,2.29,38.74
2836,286.6,2.31,49
2836.125,282.74,2.31,55.74
2836.25,277.94,2.27,54
2836.375,285.51,2.22,47.26
2836.5,304.11,2.17,41
2836.625,322.54,2.16,37.15
2836.75,336.17,2.17,34
2836.875,334.59,2.21,32.08
2837,317.34,2.25,30
2837.125,291.44,2.28,30
2837.25,262.58,2.28,28
2837.375,243.47,2.27,25.11
2837.5,233.09,2.27,21
2837.625,227.83,2.3,18.11
2837.75,222.1,2.33,18
2837.875,215.36,2.36,18.96
2838,210.76,2.39,19
2838.125,216.97,2.43,19.96
2838.25,230.15,2.47,20
2838.375,239.36,2.5,20
2838.5,244.53,2.53,19
2838.625,246.29,2.56,18.04
2838.75,240.28,2.57,17
2838.875,228.81,2.58,17
2839,220.15,2.59,18
2839.125,215.82,2.58,18.96
2839.25,209.84,2.54,18
2839.375,204.35,2.48,17.04
2839.5,207.34,2.42,17
2839.625,225.66,2.38,19.89
2839.75,251.17,2.37,25
2839.875,267.65,2.37,28.85
2840,283.2,2.38,32
2840.125,299.18,2.37,33.93
2840.25,309.16,2.34,34
2840.375,311.87,2.3,32.08
2840.5,314.37,2.29,30
2840.625,315.18,2.3,27.11
2840.75,307.62,2.34,26
2840.875,292.34,2.38,26
2841,277.29,2.4,25
2841.125,267.56,2.41,24.04
2841.25,258.26,2.41,24
2841.375,252.2,2.4,24
2841.5,252.92,2.37,24
2841.625,259.24,2.35,24.96
2841.75,263.07,2.33,25
2841.875,262.34,2.32,25.96
2842,256.58,2.33,26
2842.125,246.56,2.35,26
2842.25,236.5,2.38,28
2842.375,233.31,2.4,30.89
2842.5,235.06,2.41,32
2842.625,242.66,2.41,33.93
2842.75,260.08,2.39,35
2842.875,284.02,2.35,35.96
2843,307.91,2.29,37
2843.125,321.38,2.22,37
2843.25,330.64,2.18,35
2843.375,339.05,2.16,34.04
2843.5,349.84,2.15,34
2843.625,361.72,2.14,35.93
2843.75,370.22,2.14,36
2843.875,364.67,2.16,35.04
2844,339.6,2.2,35
2844.125,303.01,2.26,32.11
2844.25,261.54,2.33,27
2844.375,231.41,2.4,21.23
2844.5,211.1,2.45,17
2844.625,200.93,2.47,15.08
2844.75,195.02,2.48,15
2844.875,193.81,2.48,15.96
2845,194.85,2.47,17
2845.125,196.15,2.46,17
2845.25,199.55,2.45,16
2845.375,205.83,2.45,16.96
2845.5,213.25,2.46,18
2845.625,219.19,2.47,18.96
2845.75,224.57,2.47,21
2845.875,227.94,2.47,21.96
2846,229.93,2.47,24
2846.125,231.47,2.46,24.96
2846.25,233.51,2.45,26
2846.375,234.92,2.42,26
2846.5,237.94,2.37,27
2846.625,245.53,2.32,27
2846.75,254.87,2.29,28
2846.875,257.41,2.3,28.96
2847,255.45,2.33,30
2847.125,249.66,2.35,30
2847.25,238.76,2.36,30
2847.375,233.74,2.34,30
2847.5,246.7,2.3,30
2847.625,267.38,2.26,30.96
2847.75,281.49,2.24,29
2847.875,281.04,2.27,26.11
2848,269.66,2.33,23
2848.125,248.15,2.39,21.08
2848.25,225.08,2.41,20
2848.375,214.22,2.39,20
2848.5,216.07,2.34,19
2848.625,223.68,2.31,19
2848.75,227.36,2.31,19
2848.875,223.53,2.36,19
2849,217.04,2.42,19
2849.125,210.27,2.45,19
2849.25,204.41,2.45,19
2849.375,205.43,2.42,21.89
2849.5,213.57,2.36,26
2849.625,227.99,2.29,30.81
2849.75,252.97,2.22,36
2849.875,286.28,2.18,39.85
2850,317.59,2.2,43
2850.125,327.41,2.25,43.96
2850.25,315.43,2.32,38
2850.375,286.9,2.37,30.3
2850.5,246.68,2.38,24
2850.625,214.97,2.38,21.11
2850.75,203.32,2.38,21
2850.875,212.6,2.38,21.96
2851,227.65,2.39,23
2851.125,234.32,2.4,23
2851.25,235.22,2.4,23
2851.375,232.54,2.38,23
2851.5,227.84,2.3,24
2851.625,229.62,2.19,24
2851.75,242.21,2.11,25
2851.875,254.05,2.08,26.93
2852,259.24,2.12,30
2852.125,254.86,2.21,30.96
2852.25,241.91,2.31,29
2852.375,229.87,2.37,27.08
2852.5,226.64,2.4,25
2852.625,231.27,2.41,24.04
2852.75,238.05,2.4,24
2852.875,240.82,2.37,24.96
2853,237.34,2.33,27
2853.125,229.82,2.3,27
2853.25,224.31,2.28,26
2853.375,225.08,2.26,26
2853.5,233.65,2.24,27
2853.625,250.26,2.22,29.89
2853.75,272.43,2.2,34
2853.875,287.27,2.2,37.85
2854,296.8,2.21,39
2854.125,301.74,2.24,38.04
2854.25,300.77,2.29,37
2854.375,293.07,2.34,36.04
2854.5,281.98,2.37,33
2854.625,269.24,2.38,30.11
2854.75,250.61,2.37,26
2854.875,230.61,2.34,24.08
2855,215.07,2.29,24
2855.125,215.64,2.23,25.93
2855.25,229.56,2.19,26
2855.375,244.06,2.18,26.96
2855.5,253.75,2.18,28
2855.625,255.73,2.19,28
2855.75,248.57,2.21,27
2855.875,233.56,2.25,25.08
2856,220.4,2.3,21
2856.125,213.39,2.35,18.11
2856.25,209.37,2.38,17
2856.375,207.83,2.38,17
2856.5,210.81,2.36,17
2856.625,222.32,2.34,17
2856.75,241.13,2.31,18
2856.875,256.58,2.3,19.93
2857,263.28,2.32,22
2857.125,259.65,2.35,22.96
2857.25,247.07,2.38,23
2857.375,232.72,2.38,23
2857.5,221.61,2.37,23
2857.625,219.92,2.34,23.96
2857.75,221.45,2.31,24
2857.875,221.42,2.3,23.04
2858,218.2,2.31,21
2858.125,214.23,2.35,20.04
2858.25,211.37,2.41,20
2858.375,210.82,2.46,20
2858.5,211.25,2.47,21
2858.625,213.38,2.45,21
2858.75,217.19,2.42,22
2858.875,219.23,2.4,23.93
2859,218.82,2.39,25
2859.125,218.38,2.39,24.04
2859.25,216.99,2.39,23
2859.375,214.57,2.41,22.04
2859.5,213.7,2.43,21
2859.625,214.34,2.45,19.08
2859.75,213.7,2.47,17
2859.875,211.4,2.47,16.04
2860,206.68,2.46,16
2860.125,201.33,2.45,16
2860.25,197.6,2.42,17
2860.375,197.22,2.36,18.93
2860.5,200.34,2.25,22
2860.625,209.91,2.12,26.81
2860.75,230.98,2,30
2860.875,256.78,1.93,30
2861,284.92,1.91,29
2861.125,301.72,1.92,29
2861.25,304.01,1.95,31
2861.375,290.36,2.01,31.96
2861.5,273.21,2.09,33
2861.625,266.07,2.16,33
2861.75,265.44,2.18,33
2861.875,263.64,2.17,33
2862,259.66,2.16,32
2862.125,249.5,2.19,29.11
2862.25,229.79,2.25,27
2862.375,213.19,2.33,26.04
2862.5,209.91,2.4,27
2862.625,214.59,2.43,27.96
2862.75,223.04,2.43,31
2862.875,233.07,2.43,33.89
2863,244.44,2.42,38
2863.125,257.54,2.41,39.93
2863.25,276.37,2.4,39
2863.375,295.15,2.39,38.04
2863.5,311.33,2.39,36
2863.625,316.3,2.41,34.08
2863.75,307.01,2.45,31
2863.875,284.76,2.49,29.08
2864,261.19,2.48,29
2864.125,248.28,2.41,29
2864.25,248.09,2.28,30
2864.375,258.2,2.17,29.04
2864.5,275.12,2.11,28
2864.625,287.73,2.11,26.08
2864.75,291.89,2.15,24
2864.875,286.58,2.2,22.08
2865,276.11,2.23,21
2865.125,263.62,2.25,21.96
2865.25,248.18,2.27,23
2865.375,234.99,2.29,23
2865.5,225.65,2.29,22
2865.625,222.72,2.3,21.04
2865.75,220.65,2.3,20
2865.875,218.71,2.32,20
2866,216.88,2.37,21
2866.125,214.51,2.43,21
2866.25,209.85,2.49,20
2866.375,204.29,2.53,18.08
2866.5,199.21,2.54,16
2866.625,196.25,2.52,15.04
2866.75,194.78,2.51,14
2866.875,194.95,2.5,14
2867,196.62,2.49,14
2867.125,201.27,2.48,14.96
2867.25,209.95,2.47,16
2867.375,216.12,2.47,17.93
2867.5,219.23,2.48,18
2867.625,219.48,2.49,18
2867.75,215.82,2.5,17
2867.875,208.77,2.5,17
2868,201.98,2.48,17
2868.125,199.31,2.42,17
2868.25,198.84,2.33,19
2868.375,200.97,2.23,20.93
2868.5,206.53,2.16,23
2868.625,214.96,2.12,23
2868.75,225.67,2.11,24
2868.875,233.03,2.13,25.93
2869,235.91,2.19,27
2869.125,234.4,2.26,26.04
2869.25,230.44,2.34,26
2869.375,226.74,2.39,25.04
2869.5,226.71,2.41,26
2869.625,230.62,2.43,26
2869.75,236.93,2.44,26
2869.875,240.89,2.44,26
2870,240.83,2.44,25
2870.125,238.6,2.42,25
2870.25,235.93,2.39,25
2870.375,230.99,2.37,25
2870.5,226.31,2.35,25
2870.625,225.54,2.33,25
2870.75,226.87,2.3,24
2870.875,229.77,2.27,23.04
2871,235.96,2.26,21
2871.125,242.67,2.28,20.04
2871.25,246.15,2.34,20
2871.375,243.9,2.4,20.96
2871.5,235.31,2.45,22
2871.625,225.02,2.48,22.96
2871.75,216.08,2.49,23
2871.875,212.27,2.5,22.04
2872,212.37,2.5,21
2872.125,216.85,2.49,21
2872.25,223.59,2.48,22
2872.375,227.32,2.46,22.96
2872.5,226.58,2.46,23
2872.625,222.52,2.46,22.04
2872.75,216.02,2.45,21
2872.875,207.76,2.37,20.04
2873,201.35,2.21,20
2873.125,204.31,2.06,20.96
2873.25,221.27,1.93,23
2873.375,250.48,1.87,25.89
2873.5,292.85,1.88,27
2873.625,324.79,1.96,25.08
2873.75,339.37,2.11,23
2873.875,329.97,2.26,21.08
2874,299.59,2.37,21
2874.125,262.41,2.43,21
2874.25,229.12,2.46,21
2874.375,213.23,2.47,21.96
2874.5,207.79,2.46,23
2874.625,209.79,2.44,23.96
2874.75,212.56,2.41,25
2874.875,213.48,2.36,25
2875,213.24,2.27,25
2875.125,214.06,2.18,24.04
2875.25,220.87,2.1,24
2875.375,236.98,2.06,24
2875.5,257.25,2.07,23
2875.625,271.69,2.13,21.08
2875.75,278.04,2.23,19
2875.875,272.39,2.33,18.04
2876,255.41,2.42,18
2876.125,238.26,2.46,18
2876.25,224.01,2.44,19
2876.375,215.49,2.37,19
2876.5,210.03,2.28,19
2876.625,207.85,2.2,20.93
2876.75,207.99,2.16,22
2876.875,210.44,2.15,22.96
2877,215.14,2.17,24
2877.125,219.89,2.2,24
2877.25,224.22,2.22,26
2877.375,228.17,2.21,27.93
2877.5,232.79,2.16,30
2877.625,236.52,2.1,28
2877.75,241.49,2.06,27
2877.875,248.89,2.06,28
2878,256.17,2.12,29
2878.125,256.33,2.23,26.11
2878.25,250.34,2.34,33
2878.375,240.22,2.41,31.08
2878.5,225.3,2.43,30
2878.625,212.41,2.43,30
2878.75,205.85,2.44,30
2878.875,206.95,2.45,30
2879,210.17,2.46,29
2879.125,213.14,2.46,29
2879.25,214.94,2.45,29
2879.375,213.81,2.42,28.04
2879.5,210.45,2.4,27
2879.625,207.68,2.39,27.04
2879.75,204.84,2.4,27
2879.875,202.42,2.42,27.04
2880,202.37,2.43,26
2880.125,204.87,2.44,24.04
2880.25,207.14,2.43,24
2880.375,207.99,2.43,22
2880.5,208.51,2.42,20
2880.625,208.9,2.42,20.96
2880.75,208.26,2.43,20
2880.875,206.02,2.46,20
2881,203.46,2.51,20
2881.125,202.16,2.55,20
2881.25,202.35,2.59,20
2881.375,204.1,2.62,16.04
2881.5,206.95,2.62,19
2881.625,209.1,2.6,19
2881.75,211.02,2.56,19
2881.875,211.77,2.53,18.04
2882,210.98,2.51,18
2882.125,210.59,2.51,18.04
2882.25,211.17,2.52,18
2882.375,210.71,2.51,17.04
2882.5,209.89,2.5,18
2882.625,210.74,2.48,19
2882.75,212.39,2.47,19
2882.875,213.77,2.47,19.04
2883,215.13,2.47,19
2883.125,215.78,2.49,19.96
2883.25,215.81,2.51,20
2883.375,216.35,2.54,20
2883.5,217.53,2.57,21
2883.625,217.69,2.6,21.96
2883.75,216.05,2.6,22
2883.875,213.66,2.57,22
2884,211.32,2.52,22
2884.125,210.69,2.47,21.04
2884.25,212.34,2.45,21
2884.375,215.32,2.44,20.04
2884.5,216.41,2.44,20
2884.625,213.86,2.45,19.04
2884.75,207.74,2.48,19
2884.875,200.49,2.52,18.04
2885,194.21,2.56,18
2885.125,189.06,2.59,17.04
2885.25,183.33,2.6,16
2885.375,176.9,2.62,16
2885.5,171.23,2.63,15
2885.625,170.3,2.64,15
2885.75,174.8,2.63,15
2885.875,182.15,2.6,15.96
2886,190.83,2.56,17
2886.125,199.39,2.51,17.96
2886.25,208.45,2.48,19
2886.375,215.14,2.47,19.96
2886.5,220.1,2.46,20
2886.625,223.32,2.46,20.96
2886.75,224.01,2.47,21
2886.875,221.02,2.47,21.96
2887,216.07,2.48,21
2887.125,211.73,2.49,21
2887.25,210.4,2.5,21
2887.375,213.37,2.51,21
2887.5,218.04,2.51,21
2887.625,221.51,2.5,21
2887.75,224.64,2.5,22
2887.875,224.89,2.5,21.04
2888,221.99,2.51,21
2888.125,218.61,2.52,21
2888.25,216.36,2.52,21
2888.375,215.65,2.51,21
2888.5,216.66,2.49,21
2888.625,218.24,2.48,21
2888.75,219.06,2.48,21
2888.875,218.49,2.48,21
2889,216.56,2.48,21
2889.125,213.97,2.49,21
2889.25,211.95,2.5,21
2889.375,212.78,2.5,21.96
2889.5,216.31,2.51,22
2889.625,219.09,2.51,22
2889.75,219.96,2.52,22
2889.875,219.25,2.52,22
2890,216.78,2.51,22
2890.125,213.52,2.51,22
2890.25,211.44,2.5,22
2890.375,211.64,2.5,21.04
2890.5,212.75,2.5,21
2890.625,213.67,2.5,21
2890.75,213.99,2.5,21
2890.875,213.87,2.5,21
2891,213.66,2.5,21
2891.125,213.27,2.49,21
2891.25,212.62,2.49,21
2891.375,212.32,2.49,21.96
2891.5,212.25,2.49,22
2891.625,210.43,2.49,22
2891.75,209.08,2.5,22
2891.875,209.62,2.5,21.04
2892,211.03,2.51,22
2892.125,212.65,2.51,21.04
2892.25,214.4,2.51,21
